"<ol>
<li>ce thé – ces thés</li>
<li>ce dé – ces dés</li>
<li>ce nez – ces nez</li>
<li>ce ré – ces ré</li>
<li>ce mets – ces mets</li>
</ol>",[sound:le-son-e-1.mp3],opposition_e_e_e
"<ol>
<li>boulanger – boulangère</li>
<li>pâtissier – pâtissière</li>
<li>prisonnier – prisonnière</li>
<li>boucher – bouchère</li>
<li>charcutier – charcutière</li>
</ol>",[sound:le-son-e2.mp3],opposition_e_e_e
"<ol>
<li>Il chute ?</li>
<li>Zut ?</li>
<li>Zut !</li>
<li>Issue ici.</li>
<li>Ici issue.</li>
</ol>",[sound:ex1-u.mp3],prononciation_u
"<ol>
<li>Chut !</li>
<li>Usine.</li>
<li>Zut, zut, zut !</li>
<li>Hirsute ?</li>
<li>Hirsute.</li>
</ol>",[sound:ex2-u.mp3],prononciation_u
"<ol>
<li>Il chute ?</li>
<li>Zut ?</li>
<li>Zut !</li>
<li>Issue ici.</li>
<li>Ici issue.</li>
</ol>",[sound:ex1-u.mp3],prononciation_u
"<ol>
<li>Chut !</li>
<li>Usine.</li>
<li>Zut, zut, zut !</li>
<li>Hirsute ?</li>
<li>Hirsute.</li>
</ol>",[sound:ex2-u.mp3],prononciation_u
"<ol>
<li>J’ai tout.</li>
<li>Je te parle.</li>
<li>Le chemin.</li>
<li>Où allez vous ?</li>
<li>C’est sous la table.</li>
<li>Le petit chat.</li>
<li>Je viens demain.</li>
<li>J’y vais avec Lou.</li>
<li>Vous nous les donnez.</li>
<li>Je te le donne.</li>
</ol>",[sound:ou-e-exercice.mp3],prononciation_de_e_ou
"<ol>
<li>le chou</li>
<li>dessous</li>
<li>genou</li>
<li>debout</li>
</ol>",[sound:ou-e-exercice2.mp3],prononciation_de_e_ou
"<ol>
<li>vous le donnez.</li>
<li>vous le passez.</li>
<li>nous le disons</li>
<li>nous le faisons</li>
</ol>",[sound:ou-e-exercice3.mp3],prononciation_de_e_ou
"<ol>
<li>J’ai tout.</li>
<li>Je te parle.</li>
<li>Le chemin.</li>
<li>Où allez vous ?</li>
<li>C’est sous la table.</li>
<li>Le petit chat.</li>
<li>Je viens demain.</li>
<li>J’y vais avec Lou.</li>
<li>Vous nous les donnez.</li>
<li>Je te le donne.</li>
</ol>",[sound:ou-e-exercice.mp3],prononciation_de_e_ou
"<ol>
<li>le chou</li>
<li>dessous</li>
<li>genou</li>
<li>debout</li>
</ol>",[sound:ou-e-exercice2.mp3],prononciation_de_e_ou
"<ol>
<li>vous le donnez.</li>
<li>vous le passez.</li>
<li>nous le disons</li>
<li>nous le faisons</li>
</ol>",[sound:ou-e-exercice3.mp3],prononciation_de_e_ou
"<ol type=""a"">
<li>douze voitures – douze voitures</li>
<li>deux personnes – douze personnes</li>
<li>deux messages – douze messages</li>
<li>douze chats – douze chats</li>
<li>douze stylos – deux stylos</li>
<li>deux livres – douze livres</li>
</ol>",[sound:2-12-1.mp3],deux_douze_exercices_bien_distinguer_difference
"<ol>
<li>les oeufs</li>
<li>les boeufs</li>
<li>les noeuds</li>
<li>les voeux</li>
<li>les deux</li>
</ol>",[sound:2-12-2.mp3],deux_douze_exercices_bien_distinguer_difference
"<ol>
<li>si – su – sous</li>
<li>chi – chu – chou</li>
<li>zi – zu – zou</li>
<li>ti – tu – tout</li>
<li>di – du – douze</li>
</ol>",[sound:2-12-3.mp3],deux_douze_exercices_bien_distinguer_difference
"<ol>
<li>douze ans – deux ans</li>
<li>douze heures – deux heures</li>
<li>douze euros – deux euros</li>
<li>douze amis – deux amis</li>
<li>douze autres – deux autres</li>
</ol>",[sound:2-12-4.mp3],deux_douze_exercices_bien_distinguer_difference
"<ol type=""a"">
<li>douze voitures – douze voitures</li>
<li>deux personnes – douze personnes</li>
<li>deux messages – douze messages</li>
<li>douze chats – douze chats</li>
<li>douze stylos – deux stylos</li>
<li>deux livres – douze livres</li>
</ol>",[sound:2-12-1.mp3],deux_douze_exercices_bien_distinguer_difference
